Muhammad Abduh,Jamal ad-Din al-Afghani
Nikos Kazantzakis,Friedrich Nietzsche
Kitaro Nishida,Immanuel Kant
Kitaro Nishida,Hegel
Nishitani Keiji,Kitaro Nishida
Robert Nozick,John Locke
Robert Nozick,Immanuel Kant
Robert Nozick,John Stuart Mill
Robert Nozick,Friedrich von Hayek
Robert Nozick,Sidney Morgenbesser
Robert Nozick,Carl Gustav Hempel
Robert Nozick,Murray Rothbard
Robert Nozick,Edmund Gettier
Roderick Long,Robert Nozick
Jan Narveson,Robert Nozick
David Schmidtz,Robert Nozick
Tamar Gendler,Robert Nozick
Michael Oakeshott,Plato
Michael Oakeshott,Aristotle
Michael Oakeshott,Thomas Hobbes
Michael Oakeshott,Baruch Spinoza
Michael Oakeshott,Immanuel Kant
Michael Oakeshott,Edmund Burke
Michael Oakeshott,Hegel
Michael Oakeshott,Ferdinand T\xc3\xb6nnies
Michael Oakeshott,Georg Simmel
Michael Oakeshott,F.H. Bradley
Michael Oakeshott,Wilhelm Dilthey
Michael Oakeshott,R. G. Collingwood
Michael Oakeshott,Walter Pater
J. G. A. Pocock,Michael Oakeshott
Maurice Cowling,Michael Oakeshott
Gertrude Himmelfarb,Michael Oakeshott
Margaret Thatcher,Michael Oakeshott
Andrew Sullivan,Michael Oakeshott
John N. Gray,Michael Oakeshott
Hayden White,Michael Oakeshott
Richard E. Flathman,Michael Oakeshott
William of Ockham,Aristotle
William of Ockham,Anselm of Canterbury
William of Ockham,Thomas Aquinas
William of Ockham,Duns Scotus
William of Ockham,Peter Abelard
William of Ockham,Petrus Aureolus
William of Ockham,Durandus of Saint-Pour\xc3\xa7ain
William of Ockham,Henry Harclay
Science in the Middle Ages,William of Ockham
Jean Buridan,William of Ockham
Adam de Wodeham,William of Ockham
John Wycliffe,William of Ockham
Martin Luther,William of Ockham
\xc3\x89tienne Geoffroy Saint-Hilaire,Lorenz Oken
Nicole Oresme,Aristotle
Nicole Oresme,William of Ockham
Nicole Oresme,Jean Buridan
Galileo Galilei,Nicole Oresme
Henry of Langenstein,Nicole Oresme
Jos\xc3\xa9 Ortega y Gasset,Hermann Cohen
Jos\xc3\xa9 Ortega y Gasset,Wilhelm Dilthey
Jos\xc3\xa9 Ortega y Gasset,Paul Natorp
Jos\xc3\xa9 Ortega y Gasset,Friedrich Nietzsche
Jos\xc3\xa9 Ortega y Gasset,Max Scheler
Jos\xc3\xa9 Ortega y Gasset,C. S. Peirce
Jos\xc3\xa9 Ortega y Gasset,Edmund Husserl
Jos\xc3\xa9 Ortega y Gasset,Miguel de Unamuno
Juli\xc3\xa1n Mar\xc3\xadas,Jos\xc3\xa9 Ortega y Gasset
Mar\xc3\xada Zambrano,Jos\xc3\xa9 Ortega y Gasset
Antonio Machado,Jos\xc3\xa9 Ortega y Gasset
Mario Vargas Llosa,Jos\xc3\xa9 Ortega y Gasset
Jos\xc3\xa9 Antonio Primo de Rivera,Jos\xc3\xa9 Ortega y Gasset
Alain de Benoist,Jos\xc3\xa9 Ortega y Gasset
Jos\xc3\xa9 Gaos,Jos\xc3\xa9 Ortega y Gasset
Xavier Zubiri,Jos\xc3\xa9 Ortega y Gasset
Generation of \'27,Jos\xc3\xa9 Ortega y Gasset
Graham Harman,Jos\xc3\xa9 Ortega y Gasset
Olavo de Carvalho,Jos\xc3\xa9 Ortega y Gasset
Rudolf Otto,Friedrich Schleiermacher
Rudolf Otto,Immanuel Kant
Rudolf Otto,Jakob Fries
Rudolf Otto,Theology
Rudolf Otto,Comparative religion
Rudolf Otto,The Idea of the Holy
Rudolf Otto,Numinous
Rudolf Otto,wikt:mysterium
Rudolf Otto,wikt:tremendum
Rudolf Otto,wikt:fascinans
Rudolf Otto,Ganz Andere
Mircea Eliade,Rudolf Otto
Carl Gustav Jung,Rudolf Otto
C. S. Lewis,Rudolf Otto
Paul Tillich,Rudolf Otto
Karl Barth,Rudolf Otto
Karl Rahner,Rudolf Otto
Martin Heidegger,Rudolf Otto
Joachim Wach,Rudolf Otto
Max Horkheimer,Rudolf Otto
Hans-Georg Gadamer,Rudolf Otto
Thomas Paine,Jacobin
Thomas Paine,Voltaire
Thomas Paine,Jean-Jacques Rousseau
Thomas Paine,John Locke
Thomas Paine,Religious Society of Friends
Thomas Paine,Montesquieu
Thomas Paine,Benjamin Franklin
Thomas Jefferson,Thomas Paine
William Godwin,Thomas Paine
Mary Wollstonecraft,Thomas Paine
Pierre Victurnien Vergniaud,Thomas Paine
Abraham Lincoln,Thomas Paine
Thomas Edison,Thomas Paine
Jyotirao Phule,Thomas Paine
Moncure D. Conway,Thomas Paine
Bertrand Russell,Thomas Paine
Christopher Hitchens,Thomas Paine
Robert G. Ingersoll,Thomas Paine
Panaetius,Diogenes of Babylon
Panaetius,Antipater of Tarsus
Hecato of Rhodes,Panaetius
Posidonius,Panaetius
Cicero,Panaetius
David Papineau,Ian Hacking
Stathis Psillos,David Papineau
Paracelsus,Johannes Trithemius
Thomas Muffet,Paracelsus
Franciscus Sylvius,Paracelsus
Sir Thomas Browne,Paracelsus
Adam Haslmayr,Paracelsus
Jane Bennett (political theorist),Paracelsus
Derek Parfit,Henry Sidgwick
Derek Parfit,Immanuel Kant
Derek Parfit,Christine Korsgaard
Derek Parfit,John Stuart Mill
Derek Parfit,Thomas Nagel
Derek Parfit,T. M. Scanlon
Larry Temkin,Derek Parfit
Jeff McMahan (philosopher),Derek Parfit
John Cottingham,Derek Parfit
Sam Harris (author),Derek Parfit
Ruth Chang,Derek Parfit
Peter Singer,Derek Parfit
Parmenides,Pythagoras
Parmenides,Xenophanes
Parmenides,Heraclitus
Zeno of Elea,Parmenides
Melissus of Samos,Parmenides
Socrates,Parmenides
Plato,Parmenides
Aristotle,Parmenides
Baruch Spinoza,Parmenides
Friedrich Nietzsche,Parmenides
Martin Heidegger,Parmenides
Emanuele Severino,Parmenides
Blaise Pascal,Augustine of Hippo
Blaise Pascal,Michel de Montaigne
Blaise Pascal,Descartes
Blaise Pascal,Gilles de Roberval
Blaise Pascal,Cornelius Jansen
Blaise Pascal,Epictetus
Blaise Pascal,Gerolamo Cardano
William Lane Craig,Blaise Pascal
Antoine Arnauld,Blaise Pascal
Pierre Duhem,Blaise Pascal
William James,Blaise Pascal
Gottfried Wilhelm Leibniz,Blaise Pascal
L\xc3\xa9on Brunschvicg,Blaise Pascal
Alexis de Tocqueville,Blaise Pascal
Henri Bergson,Blaise Pascal
Jan Pato\xc4\x8dka,Edmund Husserl
Jan Pato\xc4\x8dka,Martin Heidegger
Jan Pato\xc4\x8dka,Eugen Fink
Jan Pato\xc4\x8dka,Friedrich Nietzsche
Vaclav Havel,Jan Pato\xc4\x8dka
Erazim Koh\xc3\xa1k,Jan Pato\xc4\x8dka
Ivan Pavlov,Karl Vogt
Ivan Pavlov,Jacob Moleschott
John B. Watson,Ivan Pavlov
Joseph Wolpe,Ivan Pavlov
Giuseppe Peano,Euclid
Giuseppe Peano,Angelo Genocchi
Giuseppe Peano,Gottlob Frege
Bertrand Russell,Giuseppe Peano
Giovanni Vailati,Giuseppe Peano
Albert Einstein,Karl Pearson
Henry Ludwell Moore,Karl Pearson
James Arthur Harris,Karl Pearson
Charles Sanders Peirce,Benjamin Peirce
Johann Heinrich Pestalozzi,Jean-Jacques Rousseau
Albert Einstein,Johann Heinrich Pestalozzi
Maria Montessori,Johann Heinrich Pestalozzi
Wikipedia:Citation needed,Johann Heinrich Pestalozzi
This claim needs references to reliable sources. (August 2016),Johann Heinrich Pestalozzi
Petar II Petrovi\xc4\x87-Njego\xc5\xa1,Serbian epic poetry
Petar II Petrovi\xc4\x87-Njego\xc5\xa1,Sima Milutinovi\xc4\x87 Sarajlija
Petar II Petrovi\xc4\x87-Njego\xc5\xa1,Kara\xc4\x91or\xc4\x91e
Serbian epic poetry,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Ivo Andri\xc4\x87,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Milovan Djilas,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Ljubodrag Simonovi\xc4\x87,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Svetozar \xc4\x86orovi\xc4\x87,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Dragomir Brajkovi\xc4\x87,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Matija Be\xc4\x87kovi\xc4\x87,Petar II Petrovi\xc4\x87-Njego\xc5\xa1
Philo,Plato
Philo,Stoicism
Philo,Pythagorism
Philo,Hellenistic Judaism
Early Christianity,Philo
Philodemus,Epicurus
Philodemus,Zeno of Sidon
Virgil,Philodemus
Horace,Philodemus
Jean Piaget,Immanuel Kant
Jean Piaget,Henri Bergson
Jean Piaget,Pierre Janet
Jean Piaget,Alfred Binet
Jean Piaget,Th\xc3\xa9odore Simon
Jean Piaget,Sabina Spielrein
Jean Piaget,James Mark Baldwin
Rabbi Shlomo Wolbe (page does not exist),Jean Piaget
B\xc3\xa4rbel Inhelder,Jean Piaget
Jerome Bruner,Jean Piaget
Kenneth Kaye,Jean Piaget
Wikipedia:Citation needed,Jean Piaget
This claim needs references to reliable sources. (April 2014),Jean Piaget
Lawrence Kohlberg,Jean Piaget
Robert Kegan,Jean Piaget
Howard Gardner,Jean Piaget
Thomas Kuhn,Jean Piaget
Seymour Papert,Jean Piaget
Lev Vygotsky,Jean Piaget
Jordan Peterson,Jean Piaget
John Flavell,Jean Piaget
Giovanni Pico della Mirandola,Plato
Giovanni Pico della Mirandola,Marsilio Ficino
Giovanni Pico della Mirandola,Aristotle
Giovanni Pico della Mirandola,Pseudo-Dionysius
Giovanni Pico della Mirandola,Plotinus
Giovanni Pico della Mirandola,Nicholas of Cusa
Giovanni Pico della Mirandola,Kabbalah
John Colet,Giovanni Pico della Mirandola
Erasmus,Giovanni Pico della Mirandola
Sir Thomas More,Giovanni Pico della Mirandola
Alvin Plantinga,Immanuel Kant
Alvin Plantinga,Bertrand Russell
Alvin Plantinga,Ludwig Wittgenstein
Alvin Plantinga,John Locke
Alvin Plantinga,Thomas Reid
Alvin Plantinga,Edmund Burke
Alvin Plantinga,Thomas Aquinas
Alvin Plantinga,Thomas More
Alvin Plantinga,Abraham Kuyper
Alvin Plantinga,Luis de Molina
Alvin Plantinga,Duns Scotus
Alvin Plantinga,John Calvin
Alvin Plantinga,William Harry Jellema
Alvin Plantinga,C. S. Lewis
Alvin Plantinga,William Alston
Alvin Plantinga,Augustine of Hippo
Alvin Plantinga,Hilaire Belloc
Alvin Plantinga,John Henry Newman
Alvin Plantinga,Kierkegaard
Nicholas Wolterstorff,Alvin Plantinga
Peter van Inwagen,Alvin Plantinga
William Lane Craig,Alvin Plantinga
Michael Rea,Alvin Plantinga
Robin Collins,Alvin Plantinga
Keith DeRose,Alvin Plantinga
Robert Koons,Alvin Plantinga
Trenton Merricks,Alvin Plantinga
Michael Bergmann (philosopher),Alvin Plantinga
J.P. Moreland,Alvin Plantinga
Dallas Willard,Alvin Plantinga
John Frame (theologian),Alvin Plantinga
Michael Horton (theologian),Alvin Plantinga
Plato,Socrates
Plato,Parmenides
Plato,Pythagoras
Plato,Heraclitus
Western philosophy,Plato
Gemistus Pletho,Plato
Gemistus Pletho,Plotinus
Gemistus Pletho,Demetrios Kydones
Basilios Bessarion,Gemistus Pletho
John Argyropoulos,Gemistus Pletho
Cosimo de\' Medici,Gemistus Pletho
Marsilio Ficino,Gemistus Pletho
Nicholas of Cusa,Gemistus Pletho
Plotinus,Ammonius Saccas
Plotinus,Plato
Plotinus,Numenius of Apamea
Plotinus,Alexander of Aphrodisias
Plotinus,Middle Plato
Plotinus,Pythagoreanism
Porphyry (philosopher),Plotinus
Iamblichus,Plotinus
Julian the Apostate,Plotinus
Hypatia of Alexandria,Plotinus
Hierocles of Alexandria,Plotinus
Proclus,Plotinus
Damascius,Plotinus
Simplicius of Cilicia,Plotinus
Augustine of Hippo,Plotinus
Boethius,Plotinus
Pseudo-Dionysius,Plotinus
Johannes Scotus Eriugena,Plotinus
Al-Kindi,Plotinus
Avicenna,Plotinus
Bonaventure,Plotinus
Gemistus Pletho,Plotinus
Arthur Schopenhauer,Plotinus
Henri Bergson,Plotinus
Arthur Drews,Plotinus
Christianity and Neoplatonism,Plotinus
Neoplatonism and Gnosticism,Plotinus
Plato,Plotinus
Traditionalist School,Plotinus
Henri Poincar\xc3\xa9,Lazarus Fuchs
Henri Poincar\xc3\xa9,Immanuel Kant
Louis Rougier,Henri Poincar\xc3\xa9
George David Birkhoff,Henri Poincar\xc3\xa9
Karl Popper,Socrates
Karl Popper,Lycophron (Sophist)
Karl Popper,Aristotle
Karl Popper,Descartes
Karl Popper,Immanuel Kant
Karl Popper,Arthur Schopenhauer
Karl Popper,Jakob Friedrich Fries
Karl Popper,Hegel
Karl Popper,Kierkegaard
Karl Popper,Albert Einstein
Karl Popper,Vienna Circle
Karl Popper,Friedrich Hayek
Karl Popper,Alfred Tarski
Karl Popper,Otto Selz
Karl Popper,Bertrand Russell
Karl Popper,Donald T. Campbell
Karl Popper,Edmund Burke
Karl Popper,John Stuart Mill
Karl Popper,David Hume
Karl Popper,Charles Sanders Peirce
Karl Popper,Gottlob Frege
Karl Popper,Bernard Bolzano
Karl Popper,Edmund Husserl
Karl Popper,G\xc3\xbcnter W\xc3\xa4chtersh\xc3\xa4user
Friedrich Hayek,Karl Popper
Milton Friedman,Karl Popper
Imre Lakatos,Karl Popper
Paul Feyerabend,Karl Popper
George Soros,Karl Popper
David Miller (philosopher),Karl Popper
Joseph Agassi,Karl Popper
William Warren Bartley,Karl Popper
Ernst Gombrich,Karl Popper
Ian Jarvie,Karl Popper
Ralf Dahrendorf,Karl Popper
Paul Levinson,Karl Popper
Ernest Gellner,Karl Popper
Peter Munz,Karl Popper
Bryan Magee,Karl Popper
Konrad Lorenz,Karl Popper
Jeremy Shearmur,Karl Popper
Peter Medawar,Karl Popper
Dimitris Dimitrakos,Karl Popper
Hans Albert,Karl Popper
Ernest Gellner,Karl Popper
Thomas Kuhn,Karl Popper
Dirk Verhofstadt,Karl Popper
Nassim Nicholas Taleb,Karl Popper
Helmut Schmidt,Karl Popper
Michael Redhead,Karl Popper
Donald A. Gillies,Karl Popper
David Deutsch,Karl Popper
W. W. Bartley III,Karl Popper
John Eccles (neurophysiologist),Karl Popper
Roger Penrose,Karl Popper
Ilkka Niiniluoto,Karl Popper
Porphyry (philosopher),Plotinus
Porphyry (philosopher),Plato
Porphyry (philosopher),Plato
Porphyry (philosopher),Aristotle
Sossianus Hierocles,Porphyry (philosopher)
Boethius,Porphyry (philosopher)
Scholasticism,Porphyry (philosopher)
Aristotle,Porphyry (philosopher)
Isagoge,Porphyry (philosopher)
Plotinus,Porphyry (philosopher)
Posidonius,Panaetius
Cicero,Posidonius
Cleomedes,Posidonius
Diodorus Siculus,Posidonius
Jason of Nysa,Posidonius
Livy,Posidonius
Plutarch,Posidonius
Seneca the Younger,Posidonius
Strabo,Posidonius
Posidonius,Panaetius
Cicero,Posidonius
Cleomedes,Posidonius
Diodorus Siculus,Posidonius
Jason of Nysa,Posidonius
Livy,Posidonius
Plutarch,Posidonius
Seneca the Younger,Posidonius
Strabo,Posidonius
Roscoe Pound,Louis Brandeis
Zechariah Chafee,Roscoe Pound
Harold Arthur Prichard,John Cook Wilson
H. H. Price,Harold Arthur Prichard
John Rawls,Harold Arthur Prichard
W. D. Ross,Harold Arthur Prichard
J. L. Austin,Harold Arthur Prichard
Arthur Prior,John Niemeyer Findlay
Arthur Prior,J\xc3\xb3zef Maria Boche\xc5\x84ski
Arthur Prior,Jan \xc5\x81ukasiewicz
Arthur Prior,Charles Sanders Peirce
Arthur Prior,William Ernest Johnson
John Lemmon,Arthur Prior
Max Cresswell,Arthur Prior
Robert Bull (page does not exist),Arthur Prior
Kit Fine,Arthur Prior
Ruth Barcan Marcus,Arthur Prior
Proclus,Plotinus
Proclus,Aristotle
Proclus,Plato
Proclus,Plutarch of Athens
Proclus,Syrianus
Damascius,Proclus
Pseudo-Dionysius,Proclus
Ammonius Hermiae,Proclus
Marinus of Neapolis,Proclus
Marsilio Ficino,Proclus
Thomas Aquinas,Proclus
Nicholas of Cusa,Proclus
Protagoras,Democritus
Protagoras,Parmenides
Plato,Protagoras
Jeremy Bentham,Protagoras
Friedrich Nietzsche,Protagoras
F.C.S. Schiller,Protagoras
Pierre-Joseph Proudhon,Hugo Grotius
Pierre-Joseph Proudhon,Hegel
Pierre-Joseph Proudhon,Charles Fourier
Karl Marx,Pierre-Joseph Proudhon
Mikhail Bakunin,Pierre-Joseph Proudhon
Joseph D\xc3\xa9jacque,Pierre-Joseph Proudhon
Silvio Gesell,Pierre-Joseph Proudhon
Georges Sorel,Pierre-Joseph Proudhon
Benjamin Tucker,Pierre-Joseph Proudhon
M\xc3\xa1rio Ferreira dos Santos,Pierre-Joseph Proudhon
Kevin Carson,Pierre-Joseph Proudhon
Pseudo-Dionysius the Areopagite,Plotinus
Pseudo-Dionysius the Areopagite,Iamblichus
Pseudo-Dionysius the Areopagite,Proclus
Pseudo-Dionysius the Areopagite,Origen
Pseudo-Dionysius the Areopagite,Gregory of Nyssa
Pseudo-Dionysius the Areopagite,Basil of Caesarea
Scholasticism,Pseudo-Dionysius the Areopagite
Thomas Aquinas,Pseudo-Dionysius the Areopagite
Christian mysticism,Pseudo-Dionysius the Areopagite
Maximus the Confessor,Pseudo-Dionysius the Areopagite
Negative theology,Pseudo-Dionysius the Areopagite
Johannes Scotus Eriugena,Pseudo-Dionysius the Areopagite
Meister Eckhart,Pseudo-Dionysius the Areopagite
Nicholas of Cusa,Pseudo-Dionysius the Areopagite
Hilary Putnam,Willard Van Orman Quine
Hilary Putnam,John Dewey
Hilary Putnam,Hans Reichenbach
Hilary Putnam,Alan Turing
Hilary Putnam,Immanuel Kant
Hilary Putnam,Nelson Goodman
Hilary Putnam,Charles Sanders Peirce
Hilary Putnam,William James
Hilary Putnam,Ludwig Wittgenstein
Hilary Putnam,Kierkegaard
Hilary Putnam,Karl Marx
Hilary Putnam,Sigmund Freud
Hilary Putnam,Edmund Husserl
Hilary Putnam,Saul Kripke
Jerry Fodor,Hilary Putnam
Ned Block,Hilary Putnam
Tyler Burge,Hilary Putnam
David Marr (psychologist),Hilary Putnam
Daniel Dennett,Hilary Putnam
David Kellogg Lewis,Hilary Putnam
Saul Kripke,Hilary Putnam
Donald Davidson (philosopher),Hilary Putnam
George Boolos,Hilary Putnam
Richard Boyd,Hilary Putnam
Hartry Field,Hilary Putnam
Martha Nussbaum,Hilary Putnam
Paul Benacerraf,Hilary Putnam
John Worrall (philosopher),Hilary Putnam
Pyrrho,Democritus
Pyrrho,Gautama Buddha
Pyrrho,Protagoras
Pyrrho,Socrates
Arcesilaus,Pyrrho
Crates of Athens,Pyrrho
Carneades,Pyrrho
Timon of Phlius,Pyrrho
Epicurus,Pyrrho
Aenesidemus,Pyrrho
Sextus Empiricus,Pyrrho
David Hume,Pyrrho
Theodorus the Atheist,Pyrrho
Pythagoras,Thales of Miletus
Pythagoras,Anaximander
Pythagoras,Pherecydes of Syros
Pythagoras,Themistoclea
Philolaus,Pythagoras
Alcmaeon of Croton,Pythagoras
Parmenides,Pythagoras
Plato,Pythagoras
Archytas,Pythagoras
Euclid,Pythagoras
Empedocles,Pythagoras
Hippasus,Pythagoras
Eudorus of Alexandria,Pythagoras
Philo,Pythagoras
Apollonius of Tyana,Pythagoras
Moderatus of Gades,Pythagoras
Nicomachus,Pythagoras
Numenius of Apamea,Pythagoras
Plotinus,Pythagoras
Dante Alighieri,Pythagoras
Nicolaus Copernicus,Pythagoras
Johannes Kepler,Pythagoras
Isaac Newton,Pythagoras
Robert Fludd,Pythagoras
John Dee,Pythagoras
Rosicrucianism,Pythagoras
Freemasonry,Pythagoras
Illuminati,Pythagoras
Henry David Thoreau,Pythagoras
Willard Van Orman Quine,Rudolf Carnap
Willard Van Orman Quine,Alfred Tarski
Willard Van Orman Quine,Vienna Circle
Willard Van Orman Quine,Clarence Irving Lewis
Willard Van Orman Quine,Alfred North Whitehead
Willard Van Orman Quine,B. F. Skinner
Willard Van Orman Quine,Pierre Duhem
Donald Davidson (philosopher),Willard Van Orman Quine
Daniel Dennett,Willard Van Orman Quine
David Lewis (philosopher),Willard Van Orman Quine
Penelope Maddy,Willard Van Orman Quine
Hilary Putnam,Willard Van Orman Quine
Richard Rorty,Willard Van Orman Quine
Dagfinn F\xc3\xb8llesdal,Willard Van Orman Quine
Gilbert Harman,Willard Van Orman Quine
Hao Wang (academic),Willard Van Orman Quine
Karl Rahner,Thomas Aquinas
Karl Rahner,Ignatius of Loyola
Karl Rahner,Augustine of Hippo
Karl Rahner,Ludwig Feuerbach
Karl Rahner,Martin Heidegger
Karl Rahner,Immanuel Kant
Karl Rahner,Joseph Mar\xc3\xa9chal
Karl Rahner,Neo-Thomism
Francis A. Sullivan,Karl Rahner
Frank P. Ramsey,Ludwig Wittgenstein
Frank P. Ramsey,Charles Sanders Peirce
Frank P. Ramsey,Bertrand Russell
Frank P. Ramsey,Charles Kay Ogden
Susan Haack,Frank P. Ramsey
Iv\xc3\xa1n Werning,Frank P. Ramsey
Ludwig Wittgenstein,Frank P. Ramsey
Jacques Ranci\xc3\xa8re,Plato
Jacques Ranci\xc3\xa8re,Aristotle
Jacques Ranci\xc3\xa8re,Karl Marx
Jacques Ranci\xc3\xa8re,Louis Althusser
Jacques Ranci\xc3\xa8re,Michel Foucault
Jacques Ranci\xc3\xa8re,Jacques Lacan
Jacques Ranci\xc3\xa8re,Jean-Fran\xc3\xa7ois Lyotard
Jacques Ranci\xc3\xa8re,Alain Badiou
Ernesto Laclau,Jacques Ranci\xc3\xa8re
Slavoj \xc5\xbdi\xc5\xbeek,Jacques Ranci\xc3\xa8re
Simon Critchley,Jacques Ranci\xc3\xa8re
Bernard Aspe (page does not exist),Jacques Ranci\xc3\xa8re
Kristin Ross,Jacques Ranci\xc3\xa8re
Todd May,Jacques Ranci\xc3\xa8re
Levi Bryant,Jacques Ranci\xc3\xa8re
Jodi Dean,Jacques Ranci\xc3\xa8re
F\xc3\xa9lix Ravaisson-Mollien,Aristotle
F\xc3\xa9lix Ravaisson-Mollien,Descartes
F\xc3\xa9lix Ravaisson-Mollien,Gottfried Wilhelm Leibniz
F\xc3\xa9lix Ravaisson-Mollien,Blaise Pascal
F\xc3\xa9lix Ravaisson-Mollien,Maine de Biran
F\xc3\xa9lix Ravaisson-Mollien,Victor Cousin
F\xc3\xa9lix Ravaisson-Mollien,Friedrich Wilhelm Joseph Schelling
Henri Bergson,F\xc3\xa9lix Ravaisson-Mollien
Louis Lavelle,F\xc3\xa9lix Ravaisson-Mollien
Martin Heidegger,F\xc3\xa9lix Ravaisson-Mollien
Maurice Merleau-Ponty,F\xc3\xa9lix Ravaisson-Mollien
Pierre Hadot,F\xc3\xa9lix Ravaisson-Mollien
Dominique Janicaud,F\xc3\xa9lix Ravaisson-Mollien
Paul Ric\xc5\x93ur,F\xc3\xa9lix Ravaisson-Mollien
Fran\xc3\xa7ois Laruelle,F\xc3\xa9lix Ravaisson-Mollien
John Rawls,John Locke
John Rawls,Jean-Jacques Rousseau
John Rawls,Immanuel Kant
John Rawls,John Stuart Mill
John Rawls,Henry Sidgwick
John Rawls,H. L. A. Hart
John Rawls,Isaiah Berlin
Kwame Anthony Appiah,John Rawls
J\xc3\xbcrgen Habermas,John Rawls
Ronald Dworkin,John Rawls
Thomas Nagel,John Rawls
Thomas Pogge,John Rawls
T. M. Scanlon,John Rawls
Joshua Cohen (philosopher),John Rawls
Amartya Sen,John Rawls
Claudia Card,John Rawls
Christine Korsgaard,John Rawls
Samuel Freeman (philosopher),John Rawls
Onora O\'Neill,John Rawls
Susan Neiman,John Rawls
Carlos Santiago Nino,John Rawls
Paul Krugman,John Rawls
Richard Rorty,John Rawls
Joseph Raz,H. L. A. Hart
Joseph Raz,Hans Kelsen
Joseph Raz,Peter Hacker
John Gardner (legal philosopher),Joseph Raz
Leslie Green (philosopher),Joseph Raz
Matthew Kramer,Joseph Raz
Timothy Endicott,Joseph Raz
Scott J. Shapiro,Joseph Raz
Hans Reichenbach,Paul Hensel
Berlin Circle,Hans Reichenbach
Vienna Circle,Hans Reichenbach
Thomas Reid,David Hume
Thomas Reid,Cicero
Thomas Reid,Thomas Aquinas
Thomas Reid,George Berkeley
David Hartley (philosopher),Thomas Reid
James Frederick Ferrier,Thomas Reid
Victor Cousin,Thomas Reid
Arthur Schopenhauer,Thomas Reid
Charles Sanders Peirce,Thomas Reid
William James,Thomas Reid
G.E. Moore,Thomas Reid
William Alston,Thomas Reid
Alvin Plantinga,Thomas Reid
Nicholas Wolterstorff,Thomas Reid
Roderick Chisholm,Thomas Reid
George Elder Davie,Thomas Reid
Keith Lehrer,Thomas Reid
William L. Rowe,Thomas Reid
Keith DeRose,Thomas Reid
Michael Bergmann (philosopher),Thomas Reid
Michael Huemer,Thomas Reid
Karl Leonhard Reinhold,Immanuel Kant
Karl Leonhard Reinhold,Christoph Martin Wieland
Karl Leonhard Reinhold,Christoph Gottfried Bardili
Salomon Maimon,Karl Leonhard Reinhold
Johann Gottlieb Fichte,Karl Leonhard Reinhold
Adolf Trendelenburg,Karl Leonhard Reinhold
Friedrich Schiller,Karl Leonhard Reinhold
Jakob Friedrich Fries,Karl Leonhard Reinhold
August Ludwig H\xc3\xbclsen,Karl Leonhard Reinhold
Charles Bernard Renouvier,Immanuel Kant
